childID,firstName,lastName,nice
126,Darren,Peters,TRUE
127,Ruairidh,MacLeod,TRUE
128,Ian,Friend,FALSE
129,Sophia,O'Carroll,TRUE
130,Seumas,MacKechnie,TRUE
131,Ava,McGuire,TRUE
132,Emily,Nicholson,TRUE
133,Holly,O'Carroll,TRUE
134,Seumas,MacLean,TRUE
135,Iain Ruiradh,MacLean,FALSE
136,Erin,MacDougall,TRUE
137,Scott,MacArthur,TRUE
138,Sophie,Simpson,TRUE
139,Shelly,Docherty,TRUE
140,Calum,Clark,TRUE
141,Dominic,MacDonald,TRUE
142,Copper,Daly,TRUE
143,Mason,Galbraith,FALSE
144,Seumas,Galbraith,FALSE
145,Aonghas,MacDougall,TRUE
146,Ealasaid,Davidson,TRUE
147,Mairead,Campbell,TRUE
148,Daniel,MacKinnon,TRUE
149,Summer,Robinson,TRUE
150,Alan,Monk,TRUE
151,Alanna,MacDonald,TRUE
152,Mairead,Blackie,TRUE
153,Scott,Simpson,TRUE
154,Sophia,Osborne,TRUE
155,Anthony,Nicholson,TRUE
156,Michael,Mitchell,TRUE
157,Seonaidh,MacKinnon,TRUE
158,Maria,Grant,TRUE
159,Craig,Scott,TRUE
160,Mairi,MacLean,TRUE
161,Julia,O'Carroll,TRUE
162,Michael,Simpson,TRUE
163,Lily,MacLean,TRUE
164,Ealasaid,Beaton,TRUE
165,Fay,Osborne,TRUE
166,Darren,O'Brien,TRUE
167,Rachel,MacKinnon,TRUE
168,Patrick,Osborne,TRUE
169,Zoey,Small,TRUE
170,Darren,Smyth,TRUE
171,Iain,Daly,TRUE
172,Liam,Wilson,TRUE
173,Erin,MacIain,TRUE
174,Laura,Peters,TRUE
175,Rowan,Thomson,TRUE
176,Ciara,Clark,TRUE
177,Erin,Mitchell,TRUE
178,Aimee,Thomson,TRUE
179,Finlay,Millar,TRUE
180,Alanna,Scott,TRUE
181,Mairead,Boyd,TRUE
182,Innes,Galbraith,TRUE
183,Domhnall,Friend,TRUE
184,Julia,Howart,TRUE
185,Mairi,Robinson,TRUE
186,Lily,Smiley,TRUE
187,Olivia,Daly,TRUE
188,Fay,Blackie,TRUE
189,Ethan,Grant,TRUE
190,Caralisa,Osborne,TRUE
191,Maddison,MacLean,TRUE
192,Lewis,Irving,FALSE
193,Micheal,O'Carroll,FALSE
194,Kieran,MacKechnie,TRUE
195,Danielle,Gillies,TRUE
196,Michael,Nicholson,TRUE
197,Thomas,Grant,TRUE
198,Samuel,Monk,FALSE
199,Callum,MacKechnie,TRUE
200,Sam,Docherty,TRUE
