childID,firstName,lastName,nice
139,Patrick,MacLean,TRUE
140,Mason,Galbraith,FALSE
141,Mairead,Ferguson,TRUE
142,Charlotte,MacDougall,TRUE
143,Eilidh,Mitchell,TRUE
144,Niamh,Galbraith,TRUE
145,Ava,Howart,TRUE
146,Robbie,Campbell,FALSE
147,Wendy,MacLean,TRUE
148,Ian,Johnson,TRUE
149,James,Blackie,TRUE
150,Olivia,Walker,TRUE
151,Simon,Blake,TRUE
152,Lewis,Kearney,TRUE
153,Ross,MacLean,TRUE
154,Aonghas,Peters,TRUE
155,Mason,Manford,TRUE
156,Lincoln,Blackie,FALSE
157,Scott,Johnson,TRUE
158,Oliver,Mitchell,TRUE
159,Samuel,Monk,FALSE
160,Alan,Smyth,TRUE
161,Kieran,Gillies,TRUE
162,Ian,Ferguson,TRUE
163,Lincoln,Boyd,TRUE
164,Julia,MacDougall,TRUE
165,Anthony,Henderson,TRUE
166,Lewis,Wilson,TRUE
167,Angus,MacLeod,TRUE
168,Wendy,Wilson,TRUE
169,Ethan,Ferguson,TRUE
170,Aonghas,MacLean,TRUE
171,Iain,Walker,TRUE
172,Ryan,MacLeod,TRUE
173,Ava,Walker,TRUE
174,Hudson,Robertson,TRUE
175,Sophia,Jones,TRUE
176,Maria,Simpson,TRUE
177,Copper,Mitchell,TRUE
178,Alexander,Osborne,TRUE
179,Kieran,McIntyre,TRUE
180,John,Howart,TRUE
181,Caralisa,Grant,TRUE
182,Copper,Campbell,TRUE
183,Vincent,MacDougall,TRUE
184,Roderick,Howart,TRUE
185,Seonaidh,Irving,TRUE
186,Fay,MacIsaac,TRUE
187,James,Robinson,TRUE
188,Lewis,Simpson,TRUE
189,Andrew,Young,TRUE
190,Rachel,Kearney,TRUE
191,Lewis,Walker,FALSE
192,Mairi,Scott,TRUE
193,Scott,Daly,TRUE
194,Liam,Paterson,FALSE
195,Aonghas,Osborne,TRUE
196,Miyah,Robinson,TRUE
197,Calum,Jones,TRUE
198,Danieal,Beaton,TRUE
199,Alexander,MacLean,FALSE
200,Mason,Thomson,TRUE
