childID,firstName,lastName,nice
83,Stewart,Brown,TRUE
84,Domhnall,Irving,TRUE
85,Callum,Clark,TRUE
86,Shelly,Docherty,TRUE
87,Dominic,Galbraith,TRUE
88,Julia,Mitchell,TRUE
89,Calum,MacIain,TRUE
90,Donald,Smyth,TRUE
91,Ciara,Ferguson,TRUE
92,Stewart,Brown,TRUE
93,Erin,Jones,TRUE
94,Vincent,MacLean,TRUE
95,Donald,MacDougall,TRUE
96,Alanna,MacDougall,TRUE
97,Robbie,MacLeod,TRUE
98,Miyah,Smyth,TRUE
99,Ryan,Johnson,TRUE
100,Ian,Friend,FALSE
101,Liam,Wilson,TRUE
102,Robbie,MacLean,TRUE
103,Stewart,Robertson,TRUE
104,Alan,McGuire,TRUE
105,Angus,MacNeil,TRUE
106,Erin,Walker,TRUE
107,Findlay,Davidson,TRUE
108,Darren,MacArthur,TRUE
109,James,McGuire,TRUE
110,Ryan,Johnson,TRUE
111,Calum,Friend,TRUE
112,Julia,MacArthur,TRUE
113,Donald,MacArthur,TRUE
114,Erin,Irving,TRUE
115,Domhnall,Paterson,TRUE
116,Alanna,Galbraith,TRUE
117,Andrew,Campbell,TRUE
118,Vincent,MacArthur,TRUE
119,Wendy,Galbraith,TRUE
120,Kieran,Campbell,TRUE
121,Anthony,MacNeil,TRUE
122,Callum,Henderson,TRUE
123,Seumas,Davidson,TRUE
124,Dominic,MacIain,TRUE
125,Stewart,Thomson,TRUE
126,Liam,Thomson,TRUE
127,Vincent,Smith,TRUE
128,Lewis,Walker,FALSE
129,Angus,MacKinnon,FALSE
130,Julia,MacLeod,TRUE
131,Erin,MacDonald,TRUE
132,Dominic,Henderson,TRUE
133,Findlay,Simpson,TRUE
134,Donald,Smyth,TRUE
135,Wendy,Young,TRUE
136,Julia,MacLean,TRUE
137,Miyah,Ferguson,TRUE
138,Liam,Blackie,TRUE
139,Lewis,Irving,FALSE
140,Anthony,Blake,TRUE
141,Seumas,Henderson,TRUE
142,John,Simpson,TRUE
143,Dominic,Young,TRUE
144,Stewart,Davidson,TRUE
145,Liam,Blackie,TRUE
146,Anthony,Smyth,TRUE
147,Alan,Stewart,TRUE
148,Samuel,Monk,FALSE
149,John,MacDonald,TRUE
150,Alanna,Johnson,TRUE
151,James,Millar,TRUE
152,Donald,Smiley,TRUE
153,Erin,Paterson,TRUE
154,Ryan,Davidson,TRUE
155,Calum,Young,TRUE
156,Kieran,Young,TRUE
157,Micheal,Irving,TRUE
158,Ryan,Davidson,TRUE
159,Scott,Campbell,FALSE
160,Vincent,Young,TRUE
161,Ryan,Henderson,TRUE
162,Miyah,Stewart,TRUE
163,Roderick,Smiley,TRUE
164,Robbie,Docherty,TRUE
165,Ciara,Small,TRUE
166,Alanna,Blackie,TRUE
167,Simon,Ferguson,TRUE
168,Liam,Blake,TRUE
169,James,Friend,TRUE
170,Kieran,Wilson,TRUE
171,James,Irving,TRUE
172,Calum,Galbraith,TRUE
173,Ciara,MacDonald,TRUE
174,Simon,Clark,TRUE
175,Micheal,MacNeil,TRUE
176,Anthony,MacLean,TRUE
177,Darren,Walker,TRUE
178,Michael,MacArthur,FALSE
179,Liam,Irving,TRUE
180,Callum,Robertson,TRUE
181,Andrew,MacNeil,TRUE
182,Micheal,MacDougall,TRUE
183,Craig,MacNeil,FALSE
184,Angus,Smith,TRUE
185,Simon,MacIain,TRUE
186,Domhnall,Young,TRUE
187,Calum,Monk,TRUE
188,Alan,Galbraith,TRUE
189,Roderick,MacDonald,TRUE
190,Micheal,MacArthur,TRUE
191,Patrick,MacLean,FALSE
192,Angus,Walker,TRUE
193,Erin,Galbraith,TRUE
194,Angus,Wilson,TRUE
195,Liam,Henderson,TRUE
196,Callum,Grant,TRUE
197,Domhnall,Johnson,TRUE
198,Miyah,Friend,TRUE
199,Miyah,Wilson,TRUE
200,Ruairidh,MacArthur,TRUE
